stationcode,name,latitude,longitude,numbikesavailable,mechanical,ebike,numdocksavailable,capacity,taux_occupation,nom_arrondissement_communes,meteo_temp,meteo_vent,meteo_humidite,date_calcul
15001,Gare Montparnasse - Arrivée,48.843827994315,2.3225811123848,10,2,8,32,43,23.3,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
15010,Square Cambronne,48.84756654526,2.3025691509247,53,53,0,5,59,89.8,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
15024,Suffren - La Motte-Piquet,48.850881230919,2.3012199997902,15,13,2,8,23,65.2,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
15029,Emeriau - Place de Brazzaville,48.850785261674964,2.2871585190296173,49,48,1,2,51,96.1,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
15038,Place Adolphe Cherioux - Vaugirard,48.83959442800459,2.3010657727718353,1,1,0,62,63,1.6,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
15039,Abbé Groult - Convention,48.83596927866069,2.302064039509349,3,2,1,24,27,11.1,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
15042,Henry Farman,48.83372430280548,2.2713854536414146,15,10,5,1,16,93.8,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
15054,Lecourbe - Jean Maridor,48.83796366147599,2.2877392172813416,6,5,1,12,19,31.6,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
15072,Place Fernand Forest,48.849269143836,2.281863167882,31,25,6,2,33,93.9,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
15113,Arsonval - Falguière,48.84040040365445,2.313117867297474,2,2,0,23,25,8.0,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
15125,Parc Suzanne Lenglen,48.833250690537874,2.2765403240919113,46,36,10,6,52,88.5,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
15201,Place Amédée Gordini - Lefebvre,48.83061737745,2.2920634208276,0,0,0,34,38,0.0,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
15204,Square Bela Bartok,48.850984480382,2.2844360220351,23,19,4,1,24,95.8,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
16017,Siam - La Pompe,48.861720329027264,2.275346568555312,3,1,2,13,16,18.8,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
16018,Flandrin - Henri Martin,48.8643275,2.2724174,1,0,1,16,18,5.6,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
16042,Murat - Porte de Saint-Cloud,48.837508626213,2.2577651962638,13,7,6,24,38,34.2,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
16044,Porte de Saint Cloud - Parc des Princes,48.838662757066,2.2525164484978,11,7,4,19,32,34.4,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
16110,Octave Feuillet - Albéric Magnard,48.86106902949534,2.2730283066630363,2,0,2,19,21,9.5,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
16124,Route de Sèvres - Porte de Bagatelle,48.87525984132485,2.249415814876557,55,46,9,9,66,83.3,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
16129,Ceinture du Lac Inferieure - Saint-Cloud,48.86218070933143,2.2617871686816216,6,2,4,35,42,14.3,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
17023,Porte d'Asnières,48.89035817610495,2.3036286234855656,8,4,4,26,36,22.2,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
17025,Chazelles - Courcelles,48.879406604954,2.3034455627202988,1,0,1,34,35,2.9,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
17026,Jouffroy d'Abbans - Wagram,48.881973298352,2.301132157445,5,1,4,35,40,12.5,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
17038,Grande Armée - Brunel,48.876116,2.288124,34,11,23,26,62,54.8,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
17041,Guersant - Gouvion-Saint-Cyr,48.88287775178599,2.287667370814871,24,23,1,10,36,66.7,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
17044,Porte de Saint-Ouen - Bessières,48.89792240854517,2.32851451022192,6,2,4,36,42,14.3,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
17050,Batignolles - Abel Truchet,48.883103904582,2.3238347490884,3,2,1,25,28,10.7,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
17122,Bridaine - Lamandé,48.8862074,2.3206239,2,0,2,27,29,6.9,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
17124,Porte de Saint-Ouen - Henri Huchard,48.898708366365064,2.3295360803604126,1,0,1,25,26,3.8,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
18003,Cimetière de Montmartre,48.886472466142,2.3328901827335,4,0,4,39,43,9.3,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
18010,Riquet - Marx Dormoy,48.89021003702,2.3601756244898,1,0,1,35,36,2.8,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
18014,Léon - Doudeauville,48.888324218452,2.3535733726386,1,0,1,12,13,7.7,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
18020,Francoeur - Marcadet,48.89104123261663,2.340014585442034,1,0,1,19,20,5.0,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
18021,Marcadet - Ramey,48.890875,2.3449019,2,0,2,36,39,5.1,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
18030,Joseph Dijon - Ornano,48.89374453351521,2.3476678133010864,2,1,1,34,37,5.4,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
18039,Jardins d'Eole,48.8869703,2.3668488,2,0,2,18,20,10.0,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
18107,Chartres - La Charbonnière,48.8847601,2.3534657,4,0,4,30,34,11.8,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
18142,Jessaint - Marx Dormoy,48.88484543106364,2.358930408954621,2,0,2,27,30,6.7,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
19001,Crimée - Ourcq,48.894104140316,2.3729460884673,5,1,4,45,56,8.9,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
19014,Lorraine - Jean Jaurès,48.8863865,2.3825772,2,1,1,17,19,10.5,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
19015,Thionville - Ourcq,48.88917613743794,2.3833653330802917,4,1,3,19,24,16.7,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
19018,Cité de la Musique,48.888796556487,2.3925811931922,5,0,5,54,60,8.3,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
19030,Melun - Jean Jaurès,48.8837796723475,2.376477420330048,2,0,2,23,28,7.1,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
19036,Hôpital Robert Debré,48.88005222200894,2.4008650346327003,2,0,2,26,33,6.1,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
19040,Belleville - Télégraphe,48.8756045,2.3995549,1,0,1,38,41,2.4,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
19044,Grands Moulins de Pantin,48.89738369720229,2.3959985375404362,10,5,5,39,50,20.0,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
19045,Macdonald - Césaria Evora,48.89883,2.37933,28,13,15,36,67,41.8,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
19110,Square Claude Bernard,48.89876016219984,2.375325746834278,4,1,3,24,30,13.3,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
19127,Aubervilliers - Curial,48.89088305227546,2.3688579350709915,2,0,2,14,23,8.7,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
19128,Quai de l'Oise - Aisne,48.8906231,2.3833701,5,2,3,24,30,16.7,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
19201,Petit - Georges Thill,48.88603131999171,2.3895753175020222,3,1,2,20,23,13.0,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
19204,Rampal - Belleville,48.873114661405,2.3798409114805,2,0,2,13,20,10.0,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
2002,Etienne Marcel - Montorgueil,48.86450567259199,2.3461959511041637,26,15,11,2,28,92.9,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
20023,Pelleport - Belgrand,48.865000818477,2.4039808363775,1,0,1,14,15,6.7,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
20030,Ménilmontant - Père Lachaise,48.863287291502,2.3869940266013,5,0,5,35,41,12.2,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
20039,Belleville - Couronnes,48.868831082877,2.3809862136841,6,3,3,45,50,12.0,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
20048,Bagnolet - Place Saint-Blaise,48.85973,2.40334,0,0,0,28,28,0.0,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
2005,Montmartre - Etienne Marcel,48.86502194581,2.3450684401448,15,10,5,0,16,93.8,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
2009,Filles Saint-Thomas - Place de la Bourse,48.868899890853,2.3397543845203,0,0,0,54,58,0.0,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
20132,Réunion - Avron,48.852566752033766,2.403928068708116,1,0,1,25,26,3.8,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
20202,Dupont de l'Eure - Gambetta,48.8679385,2.4003649,1,0,1,30,31,3.2,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
20203,Evariste Galois,48.873341356228,2.4133544409574,1,0,1,20,21,4.8,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
20205,Haxo - Darcy,48.870493041975,2.404957212224,0,0,0,22,22,0.0,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
21011,Silly - Louis Blériot,48.83219045374266,2.2340199351310734,17,16,1,4,23,73.9,Boulogne-Billancourt,29.23,1.99,45,2026-06-29T15:18:04.364Z
21017,Place Marcel Sembat,48.833288650307,2.2441747784615,48,46,2,6,56,85.7,Boulogne-Billancourt,29.23,1.99,45,2026-06-29T15:18:04.364Z
21024,Billancourt - Général Leclerc,48.8322649,2.2380413,15,15,0,5,22,68.2,Boulogne-Billancourt,29.23,1.99,45,2026-06-29T15:18:04.364Z
21027,Fief - République,48.83170888166024,2.255771979689598,21,19,2,3,25,84.0,Boulogne-Billancourt,29.23,1.99,45,2026-06-29T15:18:04.364Z
21030,Fessart - Château,48.84245,2.23989,5,4,1,13,20,25.0,Boulogne-Billancourt,29.23,1.99,45,2026-06-29T15:18:04.364Z
21110,Parc Roger Salengro,48.905303858642,2.31055945158,14,13,1,18,35,40.0,Clichy,29.23,1.99,45,2026-06-29T15:18:04.364Z
21114,Gustave Eiffel - Parc des Impressionnistes,48.90390619651018,2.2946908324956894,1,1,0,25,30,3.3,Clichy,29.23,1.99,45,2026-06-29T15:18:04.364Z
21213,Vanne - Général de Gaulle,48.815007,2.328318,2,0,2,23,25,8.0,Montrouge,29.23,1.99,45,2026-06-29T15:18:04.364Z
21301,Saint-Vincent - Verdun,48.819211549234495,2.254007756710053,20,17,3,14,34,58.8,Issy-les-Moulineaux,29.23,1.99,45,2026-06-29T15:18:04.364Z
21308,Bara - Henri Farman,48.833218027457846,2.2677567601203923,49,45,4,7,58,84.5,Issy-les-Moulineaux,29.23,1.99,45,2026-06-29T15:18:04.364Z
21312,Lucie Aubrac - Fort,48.818144834008976,2.271184623241425,0,0,0,28,30,0.0,Issy-les-Moulineaux,29.23,1.99,45,2026-06-29T15:18:04.364Z
21319,Esplanade du Foncet - Camille Desmoulins,48.827090233495,2.2606857866049,26,24,2,2,28,92.9,Issy-les-Moulineaux,29.23,1.99,45,2026-06-29T15:18:04.364Z
21502,Verdun - Place Henri IV,48.870797375639214,2.2277003154158592,10,9,1,16,26,38.5,Suresnes,29.23,1.99,45,2026-06-29T15:18:04.364Z
21703,Square du Carrefour de l'Insurrection,48.820864559770676,2.291113436222077,1,0,1,21,23,4.3,Vanves,29.23,1.99,45,2026-06-29T15:18:04.364Z
21708,Marcel Yol - Jullien,48.82537611802588,2.287235018058929,1,0,1,29,30,3.3,Vanves,29.23,1.99,45,2026-06-29T15:18:04.364Z
21955,Vaugirard - Verrerie,48.820881336842,2.2367222622987,12,12,0,14,26,46.2,Meudon,29.23,1.99,45,2026-06-29T15:18:04.364Z
22001,Château - Bineau,48.890404028589806,2.270106375217438,3,3,0,20,23,13.0,Neuilly-sur-Seine,29.23,1.99,45,2026-06-29T15:18:04.364Z
22002,Argenson - Château,48.888559314669514,2.2642001509666447,14,13,1,11,25,56.0,Neuilly-sur-Seine,29.23,1.99,45,2026-06-29T15:18:04.364Z
22006,Pierret - Madrid,48.882976576876565,2.260125767248034,18,16,2,10,28,64.3,Neuilly-sur-Seine,29.23,1.99,45,2026-06-29T15:18:04.364Z
22012,Madeleine Michelis - Roule,48.88260431301364,2.2773634269833565,8,6,2,16,25,32.0,Neuilly-sur-Seine,29.23,1.99,45,2026-06-29T15:18:04.364Z
22102,Mont Valérien - Michel Salles,48.8561915,2.2152966,1,0,1,23,24,4.2,Saint-Cloud,29.23,1.99,45,2026-06-29T15:18:04.364Z
22304,ZAC des Louvresses,48.943681749651,2.3057864216906,14,3,11,17,32,43.8,Gennevilliers,29.23,1.99,45,2026-06-29T15:18:04.364Z
22402,Jean Jaurès - Salvador Allende,48.821475594736775,2.3026576638221745,2,0,2,41,43,4.7,Malakoff,29.23,1.99,45,2026-06-29T15:18:04.364Z
23001,Paul Vaillant Couturier - Chaptal,48.893479576183,2.2775253653526,23,18,5,15,39,59.0,Levallois-Perret,29.23,1.99,45,2026-06-29T15:18:04.364Z
23011,Bineau - Louise Michel,48.88666162207,2.2843274474144,14,11,3,11,26,53.8,Levallois-Perret,29.23,1.99,45,2026-06-29T15:18:04.364Z
23042,André Theuriet - Blagis,48.77977325745441,2.3130525648593903,28,21,7,0,30,93.3,Bourg-la-Reine,29.23,1.99,45,2026-06-29T15:18:04.364Z
23106,Pavé des Gardes - Charles Vaillant,48.81168551728,2.2111820107205,1,1,0,19,20,5.0,Sèvres,29.23,1.99,45,2026-06-29T15:18:04.364Z
23203,Division Leclerc - Kléber,48.798666226364,2.2833752789972,1,0,1,24,25,4.0,Châtillon,29.23,1.99,45,2026-06-29T15:18:04.364Z
23205,Parc des Pierrettes,48.7973062,2.2909969,1,1,0,22,23,4.3,Châtillon,29.23,1.99,45,2026-06-29T15:18:04.364Z
23903,Stade Gaston Bouillant,48.939958667023,2.3279571813836,15,13,2,13,30,50.0,Villeneuve-la-Garenne,29.23,1.99,45,2026-06-29T15:18:04.364Z
24006,Adolphe Lalyre - Armand Silvestre,48.90406266961591,2.273416221141815,12,11,1,22,40,30.0,Courbevoie,29.23,1.99,45,2026-06-29T15:18:04.364Z
25005,18 juin 1940 - Buzenval,48.868807,2.185428,5,5,0,20,25,20.0,Rueil-Malmaison,29.23,1.99,45,2026-06-29T15:18:04.364Z
26002,Redoute - Les Courtilles,48.929867194519,2.2836696356535,27,19,8,9,40,67.5,Asnières-sur-Seine,29.23,1.99,45,2026-06-29T15:18:04.364Z
26009,Marceau Delorme - Pierre Brossolette,48.91206062860357,2.295897423568745,4,0,4,22,28,14.3,Asnières-sur-Seine,29.23,1.99,45,2026-06-29T15:18:04.364Z
30006,Pierre-Simon Girard  - Paris,48.901342171637,2.4560186601176,0,0,0,35,35,0.0,Bobigny,29.23,1.99,45,2026-06-29T15:18:04.364Z
3002,Saint-Gilles - Turenne,48.858158956779,2.3647149920992,10,4,6,7,18,55.6,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
3003,Fille du Calvaire - Turenne,48.86210505412563,2.3649600148200993,11,8,3,15,29,37.9,Paris,29.23,1.99,45,2026-06-29T15:18:04.364Z
31007,Paris - Désiré Préaux,48.85742876694898,2.4323049187660217,9,3,6,39,49,18.4,Montreuil,29.23,1.99,45,2026-06-29T15:18:04.364Z
31013,Centenaire - Sorins,48.85853523359734,2.4273508787155156,15,5,10,29,45,33.3,Montreuil,29.23,1.99,45,2026-06-29T15:18:04.364Z
31018,Gambetta - Michelet,48.85273792380526,2.429966032505036,2,1,1,30,33,6.1,Montreuil,29.23,1.99,45,2026-06-29T15:18:04.364Z
31021,Résistance - Hoche,48.864273423741956,2.435784414410591,1,1,0,27,29,3.4,Montreuil,29.23,1.99,45,2026-06-29T15:18:04.364Z
31024,Romainville - Vaillant-Couturier,48.86785,2.446748,4,0,4,32,38,10.5,Montreuil,29.23,1.99,45,2026-06-29T15:18:04.364Z
31025,Paul Signac - Aristide Briand,48.869502621564,2.450226098299,3,0,3,32,35,8.6,Montreuil,29.23,1.99,45,2026-06-29T15:18:04.364Z
31202,Gabriel Péri - Jules Ferry,48.926182814311,2.3912295762525,19,5,14,5,25,76.0,La Courneuve,29.23,1.99,45,2026-06-29T15:18:04.364Z
31703,Sadi Carnot - François Mitterrand,48.87532687671517,2.4241617321968083,3,0,3,23,27,11.1,Bagnolet,29.23,1.99,45,2026-06-29T15:18:04.364Z
32004,Wilson - Landy,48.915167262214,2.3576332256198,0,0,0,40,40,0.0,Saint-Denis,29.23,1.99,45,2026-06-29T15:18:04.364Z
32013,Saint-Denis - Université,48.94563430946964,2.3638297989964485,17,3,14,3,24,70.8,Saint-Denis,29.23,1.99,45,2026-06-29T15:18:04.364Z
32014,Place du Cornillon - Stade de France,48.92540695835961,2.3644426837563515,12,11,1,19,34,35.3,Saint-Denis,29.23,1.99,45,2026-06-29T15:18:04.364Z
32021,Place du Front Populaire - George Sand,48.90680713698062,2.364541214992642,48,21,27,15,65,73.8,Saint-Denis,29.23,1.99,45,2026-06-29T15:18:04.364Z
32022,Henri Barbusse - Marcel Cachin,48.93742089281,2.3720374971659,19,16,3,13,37,51.4,Saint-Denis,29.23,1.99,45,2026-06-29T15:18:04.364Z
32302,Chemin Vert - Fraternité,48.877141208359035,2.4461565166711807,4,0,4,16,20,20.0,Romainville,29.23,1.99,45,2026-06-29T15:18:04.364Z
32304,Charcot - Benfleet,48.878370277021,2.440523876268,13,5,8,14,28,46.4,Romainville,29.23,1.99,45,2026-06-29T15:18:04.364Z
32604,Square du Théâtre du Garde-Chasse,48.881287375060616,2.420119643211365,3,0,3,46,50,6.0,Les Lilas,29.23,1.99,45,2026-06-29T15:18:04.364Z
33001,Victor Hugo - Magasins Généraux,48.903281401126755,2.368072383105755,19,8,11,15,34,55.9,Aubervilliers,29.23,1.99,45,2026-06-29T15:18:04.364Z
33012,Landy - Heurtault,48.915096534520316,2.375951372087002,17,13,4,8,30,56.7,Aubervilliers,29.23,1.99,45,2026-06-29T15:18:04.364Z
33015,Charles Tillon - Cimetière Communal,48.91844023641836,2.3935630917549138,25,19,6,2,30,83.3,Aubervilliers,29.23,1.99,45,2026-06-29T15:18:04.364Z
33016,Fort d'Aubervilliers,48.91502382370325,2.4035281687974925,17,6,11,4,22,77.3,Aubervilliers,29.23,1.99,45,2026-06-29T15:18:04.364Z
33019,Madeleine Vionnet,48.902519074064,2.3740895837545,26,9,17,10,34,76.5,Aubervilliers,29.23,1.99,45,2026-06-29T15:18:04.364Z
33103,Jean Jaurès - Jules Jacquemin,48.88433053604843,2.4082902455152104,2,1,1,20,24,8.3,Le Pré-Saint-Gervais,29.23,1.99,45,2026-06-29T15:18:04.364Z
34010,Hôtel de Ville de Saint-Ouen,48.911380185786,2.3340076807601,32,16,16,15,48,66.7,Saint-Ouen-sur-Seine,29.23,1.99,45,2026-06-29T15:18:04.364Z
34011,Clef des Champs - Albert Dhalenne,48.914938,2.330665,25,21,4,3,28,89.3,Saint-Ouen-sur-Seine,29.23,1.99,45,2026-06-29T15:18:04.364Z
34013,Blanqui - Docteur Bauer,48.907735489085,2.3407192814591,5,4,1,23,28,17.9,Saint-Ouen-sur-Seine,29.23,1.99,45,2026-06-29T15:18:04.364Z
34014,Michelet - Dr Bauer,48.906125424194,2.3440374449846,2,1,1,30,32,6.3,Saint-Ouen-sur-Seine,29.23,1.99,45,2026-06-29T15:18:04.364Z
35001,Jean Jaurès - Ouvrières Pivéreuses,48.910423437526,2.3995766043663,5,1,4,16,22,22.7,Pantin,29.23,1.99,45,2026-06-29T15:18:04.364Z
35003,Gabrielle Josserand - Edouard Vaillant,48.90271566255436,2.3933270573616032,10,2,8,14,25,40.0,Pantin,29.23,1.99,45,2026-06-29T15:18:04.364Z
35005,Quai de l'Aisne - Général Leclerc,48.895713,2.400571,5,0,5,14,27,18.5,Pantin,29.23,1.99,45,2026-06-29T15:18:04.364Z
40006,Université Paris Est Créteil,48.787714467944,2.4461909509055,11,10,1,29,43,25.6,Créteil,29.23,1.99,45,2026-06-29T15:18:04.364Z
40007,Préfecture de Créteil,48.783680285918,2.4544713672215,10,6,4,17,27,37.0,Créteil,29.23,1.99,45,2026-06-29T15:18:04.364Z
